0,2
0.05,4
0.1,5
0.15,6
0.2,6
0.25,7
0.3,8
0.35,9
0.4,10
0.45,11
0.5,13
0.55,15
0.6,17
0.65,20
0.7,24
0.75,29
0.8,37
0.85,50
0.9,77
0.95,157
