0,0,0.142857142857143
0,1,0.142857142857143
0,2,0.142857142857143
0,3,0.142857142857143
0,4,0.142857142857143
0,5,0.142857142857143
0,6,0.142857142857143
0.05,0,0.135714285714286
0.05,1,0.1425
0.05,2,0.145084821428571
0.05,3,0.151805803571429
0.05,4,0.141107142857143
0.05,5,0.144462053571429
0.05,6,0.139325892857143
0.1,0,0.128571428571429
0.1,1,0.141428571428571
0.1,2,0.148194642857143
0.1,3,0.160864285714286
0.1,4,0.139391964285714
0.1,5,0.145692857142857
0.1,6,0.13585625
0.15,0,0.121428571428571
0.15,1,0.139642857142857
0.15,2,0.152184832589286
0.15,3,0.170142553013393
0.15,4,0.137654838169643
0.15,5,0.146528116629464
0.15,6,0.132418231026786
0.2,0,0.114285714285714
0.2,1,0.137142857142857
0.2,2,0.15708
0.2,3,0.179734285714286
0.2,4,0.135837142857143
0.2,5,0.14694
0.2,6,0.12898
0.25,0,0.107142857142857
0.25,1,0.133928571428571
0.25,2,0.162948608398438
0.25,3,0.189710344587054
0.25,4,0.133875165666853
0.25,5,0.146889822823661
0.25,6,0.125504629952567
0.3,0,0.1
0.3,1,0.13
0.3,2,0.169803314285714
0.3,3,0.200209933482143
0.3,4,0.131700507142857
0.3,5,0.146335737946429
0.3,6,0.121950507142857
0.35,0,0.0928571428571429
0.35,1,0.125357142857143
0.35,2,0.177781650521938
0.35,3,0.211272005711147
0.35,4,0.129239915645839
0.35,5,0.145220976760951
0.35,6,0.118271165645839
0.4,0,0.0857142857142857
0.4,1,0.12
0.4,2,0.186924068571429
0.4,3,0.223062491428571
0.4,4,0.126410166857143
0.4,5,0.143478820571429
0.4,6,0.114410166857143
0.45,0,0.0785714285714286
0.45,1,0.113928571428571
0.45,2,0.19743711622002
0.45,3,0.23561670605705
0.45,4,0.123119270231375
0.45,5,0.141024601545894
0.45,6,0.110302305945661
0.5,0,0.0714285714285714
0.5,1,0.107142857142857
0.5,2,0.209407533918108
0.5,3,0.249137878417969
0.5,4,0.119260379246303
0.5,5,0.137755257742745
0.5,6,0.105867522103446
0.55,0,0.0642857142857143
0.55,1,0.0996428571428571
0.55,2,0.223064193209301
0.55,3,0.263744576338006
0.55,4,0.114710745192463
0.55,5,0.133542061496339
0.55,6,0.10100985233532
0.6,0,0.0571428571428572
0.6,1,0.0914285714285714
0.6,2,0.238652611280902
0.6,3,0.279618969897499
0.6,4,0.109324108046801
0.6,5,0.128223059870854
0.6,6,0.0956098223325157
0.65,0,0.05
0.65,1,0.0825
0.65,2,0.256444274548204
0.65,3,0.297021429844957
0.65,4,0.102923899177917
0.65,5,0.121592747251006
0.65,6,0.0895176491779167
0.7,0,0.0428571428571428
0.7,1,0.0728571428571428
0.7,2,0.276896642634968
0.7,3,0.316166959808682
0.7,4,0.0952925786307771
0.7,5,0.11338695458051
0.7,6,0.0825425786307771
0.75,0,0.0357142857142857
0.75,1,0.0625
0.75,2,0.300523399249279
0.75,3,0.337408466633226
0.75,4,0.0861558635163224
0.75,5,0.103260871370565
0.75,6,0.0744371135163224
0.8,0,0.0285714285714286
0.8,1,0.0514285714285714
0.8,2,0.327923498594074
0.8,3,0.361286585054633
0.8,4,0.0751596639903805
0.8,5,0.0907563026562455
0.8,6,0.0648739497046662
0.85,0,0.0214285714285714
0.85,1,0.0396428571428571
0.85,2,0.359987836164494
0.85,3,0.388444011398249
0.85,4,0.0618346117569918
0.85,5,0.0752516074947022
0.85,6,0.0534105046141347
0.9,0,0.0142857142857142
0.9,1,0.0271428571428571
0.9,2,0.398094956839624
0.9,3,0.419621429714998
0.9,4,0.0455399159663866
0.9,5,0.0558823529411766
0.9,6,0.0394327731092438
0.95,0,0.0071428571428571
0.95,1,0.0139285714285713
0.95,2,0.443885203919877
0.95,3,0.456198803971434
0.95,4,0.0253709628213471
0.95,5,0.0314106736088511
0.95,6,0.0220629271070614
